Vehicle_Speed,Traffic_Density
19.944712282148195,58.94013337041979
96.15607127311526,22.134105599847405
14.952805803775835,79.72504370425564
12.047018676457032,78.10948716100873
21.30624846130336,53.77442647602027
95.6036209320626,19.965683819685886
18.447046377368697,56.01711818234685
95.43199623060596,10.414880673438189
97.12448951801342,7.298937665435455
87.91481840541687,24.326216638341027
28.144167422942854,39.69672175544872
15.732451476256186,70.12043790562853
19.43285375158239,59.5376802324731
16.489024886901724,60.70298908999858
27.756501551821483,36.912000083605655
34.82898432181321,30.94512444102222
30.976945071038617,32.8279072238452
17.72711602838073,79.07371728020433
95.59781570078172,8.008189355936185
16.44353430904311,70.02736220918364
24.336815870336405,48.40065564292951
25.13780284236065,37.89615643921928
15.113565037513359,59.39432453113524
22.755044301153664,41.50017060685271
18.41778858231617,70.50674285612455
14.36964480954714,72.55263980084439
33.94240919242264,36.62906951550916
37.88056443207487,25.76208479262887
22.41727709267075,49.426274644502165
18.385023973926973,73.42725092125183
97.69841299430736,20.799664175424994
25.27863555218867,51.722493767261206
23.334675785898835,52.36701650693904
20.5143577200908,59.98347668114607
95.83055029378575,14.867576384544485
20.39890980732504,58.686872351156644
14.247325546207843,73.17743904992308
90.15491008362582,18.476233165268148
90.86357688005081,22.815749369290824
14.14282825718043,77.85463205312297
91.21100727073349,18.57327145321173
17.59172346916384,69.07888200271843
27.48560054094541,41.92083923360261
90.84828842678024,23.54233058023828
18.889994088460604,70.30624259543835
25.36773305695073,38.39789412519991
24.298298661457263,43.611301544726764
31.049265614849027,31.942502704982427
18.296870878027,49.471313857619556
92.84624176492122,17.264290443876707
30.266700089742876,34.33111524888205
17.536138237734495,77.70592417514656
92.1484320726305,24.360007452584565
18.20299653758046,54.25524984059692
38.60280574573126,29.389254816852116
20.08640576209916,63.01048442649505
95.82008328885534,14.815524553876237
14.050894827377483,77.73657838089085
25.332657259533864,39.03421560377294
89.80186577139293,22.703784750984795
99.06134343921218,10.512256049750949
98.5610217651776,17.731842881565555
27.584759306264463,43.98304614170132
33.040498059762086,30.27523823234647
14.389036096748132,67.16625244119571
28.63946222052076,37.31656427463545
85.23325372568254,23.653570444072244
21.9660718883587,51.28587399530225
18.74990739721068,58.008291266408435
91.59063325736678,17.528143092571238
88.18731430955008,17.571441221623825
98.44065751170285,7.750357020015723
17.330999052753032,60.23015112992304
17.73197671885325,54.78533957163538
20.57281426041159,40.59731568123604
16.31319330031132,68.31278367268979
20.583843551199756,65.42526147125399
25.585317765350766,48.901577329756414
15.060174795852847,70.1203460384944
90.01812751781162,20.43809075275762
96.04873418629323,13.393971454829591
37.69729260014963,25.231220863774222
97.19277001677895,9.281514206698613
25.61031120290949,44.8377146000774
17.40798964240992,75.2454269221221
96.51923155050486,7.9507655501382235
93.7256813291683,14.15824355075201
25.56959537419237,38.91492712125765
13.338625724324022,75.04062631459287
35.14298427026202,28.711707873256287
25.71255764968966,43.04261065162943
99.49356810718798,8.117964428779407
91.1401671190963,16.125740072156663
17.271557557564684,78.99725922191352
14.02370521675578,77.38390223270342
97.7876986889224,5.370498570080721
13.250148333953044,76.38588390674292
15.864746541337027,52.933995336162525
17.748089780891913,70.09387208900166
28.681185602578594,39.105489172539436
24.09334126854913,43.66970214344377
25.850015736606686,41.66349351926901
21.026939883188355,55.01481931595782
89.12282478665098,15.473844106723467
95.51363427178077,7.248019240450846
37.84806172738989,28.094745619339317
16.584178751695852,57.8510572052485
92.82507023281144,20.139008909221126
17.119110715275525,55.5074324993688
15.435526640990126,77.74340345804528
95.07605407942499,12.042553684206379
16.62244289581518,55.44515886688447
30.055099941511354,38.28126644784284
14.507242229445556,70.1106690783129
90.25474900553529,18.286234208553942
19.772553281046438,56.94694641696234
18.76752296674306,67.85864672360826
12.811379066005326,75.84606646055174
19.717243116529676,56.243602121723434
26.23399226941033,42.28810730063205
22.686016565874542,51.33854301509104
16.317150007602443,70.16787383590386
21.995054750240026,47.79573099791222
94.60561754714873,7.279029477262765
15.205896871974495,74.82115216302333
17.300096911713304,56.71450632736708
13.914124148721717,55.73850393329349
92.83942484054148,21.17563642982879
22.004310271539477,54.41641026744929
25.623278944913636,34.53983042406188
18.373970972804162,53.8424732781119
96.65967187377586,12.994477273099305
24.33798386771174,54.3383978452277
14.166541323998311,79.9560294328
94.36963001049591,8.615902914541703
14.042033942080687,78.2880638165988
32.36614865259975,35.518097054215296
14.642949244172465,70.30650877529443
15.874228426373328,63.67891130437051
21.88024618624496,47.52621957400009
16.446543516962763,60.38369069384949
16.057978353728323,70.88866709760109
33.0182578697968,35.31052412382747
35.40107702394324,29.527487117242902
19.472151830018944,55.069503917268854
16.416326802672558,65.58844564559439
14.738368351156673,62.171385108246184
18.94932845761179,64.83602366439759
27.96795329754172,37.66874861096998
16.460471905083136,66.33756621312662
103.97305104241633,14.015679152795633
24.20250804342194,45.836682347063714
95.5718670347708,5.431899537359118
34.08794963370307,29.343937242520273
34.31002524162018,32.48461511535484
30.44338302175641,34.712951870694155
16.428450769775232,57.160040501739665
32.49617504772471,34.14185759527593
26.153847528432987,38.6520216966898
96.4935694024228,22.81580981557456
33.7441265570738,32.993884372200505
89.8399454951292,22.04522204473636
99.64717137215203,10.489694282633273
21.851770305168255,50.25864450360334
21.66696861280591,55.11595989162622
22.222782233190813,51.46177595072109
25.115708376093487,39.762053285042924
29.894744041150666,33.48393351344224
18.11342824713217,69.75002371788689
23.854712411622938,43.931133885216354
25.314503338431923,40.93864082222982
94.36537028775886,6.9231549354826765
34.56113647558269,30.593587071961725
35.28200785219219,33.51467140893928
27.93129923269924,34.91170856726754
22.47292682224153,48.51292769204992
26.814753340779408,45.02019100451589
21.426214455698748,50.59288195950835
18.717819070378404,62.36624461565962
14.782829489306529,65.97393040370702
19.64794610566537,58.85923071698708
14.320018959063557,76.6642771966201
100.41021250674873,6.367443700727122
95.68881858418787,19.683348926265957
105.54180467671158,5.567215623360659
21.650858423988577,53.56060356159522
16.165030979073684,72.35229117124902
91.27868400744302,23.261172243222447
14.382770290846414,74.527590859723
97.20742982169826,9.520054271717063
14.393706566580015,75.08270201041357
33.32960442526378,31.37170154297258
98.91016775334738,12.606562133691238
23.826495637249113,41.440381938974426
93.7163386517719,24.258242579038097
40.89286582600055,26.36546764714421
36.07605992515405,28.046747369471493
12.843749232077574,65.22694233744976
22.57636827672818,45.43709575064408
38.57807250176197,28.348077436700272
21.469266545143686,50.775033748318876
16.836358710317647,58.71130056673952
38.403459006804965,25.446800055015032
30.937985159723716,36.016182614401366
95.98361790449572,14.141457000271066
91.84872321645051,18.586201215101024
18.911481847829194,56.08383904737371
91.38157512199972,18.607876077172023
22.452946934815444,44.387253775029514
22.22456378122148,58.17846962918245
93.82673089952367,13.015769232105788
25.270400040185862,47.548416472167766
94.86706464472644,24.242208777602283
16.59169682949231,77.21951564281848
25.073775413947587,41.26592350399435
17.84095227082146,65.44944123313685
23.358482967099057,46.26699066171963
93.98651843216504,8.255939964111437
21.523238059586756,52.48635316955168
12.39204398295496,76.35525066549927
24.145690786388798,50.12088651097484
15.868274294552347,66.43916445700927
16.12652002819625,71.31548475113058
92.00747045617045,22.105982896169934
90.86193988164096,20.903362993117
22.66968227728263,50.82357416382438
28.44240923778282,35.82713523550285
18.183293510471376,67.98959771500402
12.791565124958801,72.50173425485083
33.12352462811309,31.50660344770386
96.7106702279404,22.765291923086153
15.507511643690558,63.539413643289635
37.846805205946204,25.610452666110206
17.765133866359697,66.69607388852587
29.080786374834418,36.780369023657215
20.67920373416319,55.06624244686029
96.60150197540295,12.165148537600114
22.40012854367979,51.78944935074298
29.56510524572477,38.882575905292185
23.04365608535818,48.99563473816056
92.23580080379847,17.601065580864756
19.731575643911313,60.265530870813656
19.861917805960825,69.70978081574214
91.09990475812901,21.255485006808172
92.20497542038324,12.17859166401213
100.61208442647083,6.772893953475229
20.39628171328903,53.147862533244954
17.263802683062735,50.532052706658554
25.223191290034734,46.00230595355525
89.43560255865896,22.396032208698156
30.33934483457203,34.3179496929136
22.647730171299706,49.58572513896298
25.773786408751445,42.2575144144377
15.69036107107144,79.08391401611655
92.60034831158848,15.232981441754985
20.338736702581507,57.135841553569534
29.239927314922873,35.32390760782191
29.971051400021846,37.11497111942111
20.03366744864948,58.81983242436322
17.504989950263706,56.932711349327725
16.39938006793946,79.34419952766412
92.5402809810341,14.629571709059393
97.30088391331844,12.808223703812475
19.38972157471271,59.32541128465559
26.15711030331289,48.37901877548068
38.81744985240164,25.56204999198544
94.56946854197581,10.956452674173995
95.37199369444389,11.424368719732291
14.965049726169452,72.06431559980886
94.64380596426386,19.390049353905717
31.80094238063335,29.252867158664056
88.0392606757513,21.999230167024102
30.62914713671337,31.624722937395298
98.76820749353791,10.206788205957002
27.946316611185562,43.92948431812028
95.65827543662114,10.070942269416118
16.79866809385871,65.02673808667711
91.19879403202654,22.528406143282478
26.085712376049933,45.5008935953383
13.9335351919641,71.00593156710937
20.8794179485798,53.81580267853956
25.96392256392022,44.971833991350145
35.9620980073037,29.32503148365317
34.68924406840532,29.975143479364846
21.931832662005334,55.21152163986426
8.784566449411294,79.56045209158756
21.477170247424684,54.637939238703396
21.842785119825976,46.833756302751866
14.857599019591795,59.79878826794346
27.754166126494923,39.89042092127886
100.31670535746532,9.510675695058891
22.725831185503537,47.17226119084324
16.571749929247282,76.82189633790351
97.57774650323614,18.147720676824473
22.062911850013855,56.75036681154993
96.89188292834248,20.070026649429234
25.39479306526436,45.187076335481095
95.32600742730318,12.250733723503972
24.20720931440189,38.77782021936389
17.495576022991724,61.71224966714345
31.584121044313292,31.067864317923657
24.38585544551446,54.86837933654135
16.875067080397418,64.65874705922968
15.333473957553773,74.53833646095894
92.61519367245779,22.598156139159016
30.12573404819531,34.94869368569811
98.51267272137974,16.431200999781307
12.966604576957302,79.43626266187815
15.478795603113506,74.52507259432215
22.278948063154843,45.496784771041966
13.76404298451592,68.15249707823159
23.230401127265967,44.071848295403164
21.06425104696878,51.76892660020698
